Product_Name,Historical_Sales,Competitor_Price,Seasonality,Promotion,Price,Demand
Salt,230,47.048909757913115,High,No,21.533776024253434,405.06217413139456
Eggs,584,14.294048178740288,Low,Yes,24.15176891489277,551.5941621776453
Rice,918,38.076176709729445,High,No,26.693392862900307,881.2181438423561
Cheese,746,43.99029784620687,Low,No,11.844248167428315,467.04477849840055
Pasta,120,28.439698030137997,High,Yes,21.41315257731616,499.7257675556376
Yogurt,940,35.1169608129646,Low,No,41.724879917425035,546.875595158576
Bananas,266,41.675689250426665,Low,Yes,13.207915381166261,363.00372041525134
Eggs,373,16.73038209832671,Low,No,37.84339611293519,123.09013254921466
Rice,487,18.360305342061935,Low,Yes,34.32139701206858,469.4893630289289
Cheese,700,5.028238248280528,High,No,7.5783998877196606,817.6583332970616
Milk,415,48.33923589040111,Medium,No,6.009299079695619,396.90150881461733
Butter,113,46.289520256835516,Low,No,20.863780816025706,10
Flour,341,39.405571869174366,Low,No,36.14766247093285,81.4829135642934
Tomatoes,876,8.558420943949166,Low,No,19.868806731229768,551.3355436315959
Apples,445,25.137630036477866,Low,Yes,35.04799852702222,389.2554245481505
Sugar,664,9.585128928719875,High,No,34.94561643625917,568.6084869078034
Pasta,997,5.716412026825937,Medium,Yes,41.29495801809209,947.2981997076139
Bread,439,32.728233434566874,Medium,No,9.476852661673014,428.0503321437404
Pasta,191,48.237323768608476,Medium,No,30.970800103435867,92.15166838808565
Potatoes,466,45.62906105444676,High,No,7.812370380799152,585.9736196871704
Butter,554,36.35396667209319,Medium,Yes,12.917621312300202,802.1520148297258
Apples,527,9.348826287419215,High,Yes,19.647540628526414,899.5522834348004
Bread,608,17.337381695253505,High,Yes,36.83251581932596,822.7286844229255
Tomatoes,875,19.402552709838094,Low,Yes,48.82450887518367,719.982308301238
Salt,134,39.34175259855026,High,Yes,20.413436647365977,571.9081260510202
Eggs,305,41.10121306558013,Medium,No,28.451501843120788,249.74833899917866
Apples,180,22.329775534546418,Medium,No,16.65750179400959,208.51542775393574
Potatoes,661,23.804779847792435,Medium,Yes,35.39703292743266,772.8621377704927
Yogurt,971,7.00290676742771,Low,Yes,21.49636405777009,938.9022657261581
Flour,487,18.011152328844243,Low,No,26.67182780472249,210.84245690524315
Eggs,101,25.307832972993797,Low,No,30.551579413278294,10
Cheese,489,10.264237087336591,High,Yes,35.880904845827445,740.1012847954081
Sugar,665,25.39703573397596,Medium,Yes,7.7023247580388965,915.3640628606299
Pasta,205,43.39291155160102,High,No,29.970549220396716,275.0381365986532
Bananas,871,31.1594458876274,High,Yes,24.40238440164962,1086.6428059086427
Tomatoes,921,8.551843476728553,Medium,No,11.01942889158502,858.2273960378599
Milk,576,13.625209347362345,Low,Yes,14.361650074911276,639.9692754297156
Eggs,802,26.35449575713503,Medium,Yes,44.775054099506185,867.9009521428509
Pasta,501,21.266921741981545,High,No,44.229920409510655,443.1496913972623
Butter,829,21.142715879574443,High,No,6.499861449065369,904.564256930906
Tomatoes,655,28.817035166461558,Low,Yes,36.023067105631355,613.1351790114472
Milk,261,31.297816471525582,High,No,29.938429091180936,305.0859351705019
Apples,301,40.8587706624286,High,Yes,47.29171294162619,573.5028206984314
Butter,369,20.34349535581181,Medium,Yes,45.86025699600871,419.5033058765134
Apples,962,41.245982736826406,Low,No,31.08028607835629,611.8822851361364
Apples,915,20.237505310068464,Medium,No,11.252971459332663,760.3248592543441
Milk,370,7.494484502355522,Medium,No,25.691676065118507,315.1482726228791
Salt,555,29.938444295215604,Medium,Yes,37.63239651180526,599.782880611821
Eggs,561,31.455604620266655,High,No,47.82814857904421,551.7197119049903
Eggs,826,47.05431105298371,High,No,21.372323258866217,798.2623127953118
Rice,351,37.67275967281135,Low,No,40.310216417909835,35.546827804619895
Cheese,801,46.299769362249776,High,Yes,35.750333897677564,1004.9612245195734
Yogurt,395,45.875624460935434,Low,No,8.523174971401795,232.41758404562114
Sugar,824,32.205834961620894,Medium,No,30.108958262882958,663.5508919153508
Bananas,819,28.74929294014014,Medium,No,13.257897509272363,703.2091606235946
Salt,848,30.084843522361997,High,No,35.75971814799941,760.9204588007453
Pasta,437,49.02488634547615,High,Yes,32.45381811232876,711.9917050832017
Flour,978,39.79254612861315,Low,Yes,48.78716412352249,732.0599911092768
Cheese,152,9.781965715657812,High,Yes,47.09221993061643,443.1389084291134
Bananas,891,40.029278305163,High,Yes,5.421777511949654,1241.995428883763
Apples,316,12.674212200420165,High,No,8.601324357726483,520.0461713109307
Apples,863,25.130774705253156,Medium,Yes,39.611044014330254,899.0778187170697
Cheese,287,14.470685247944042,High,No,35.853938283923455,285.34930935745064
Yogurt,479,36.03123794899534,High,Yes,41.042551933260114,696.1221889834301
Apples,592,44.47893812868661,Medium,No,17.006671520074562,509.5152183659725
Yogurt,140,18.066284841500643,Medium,No,43.219524594311444,80.50281476156042
Flour,256,8.690483354368443,Medium,No,24.908876239466117,208.4711554752864
Potatoes,114,18.432189413373347,Medium,Yes,16.785881810349878,329.00246145785906
Sugar,912,35.25628360694875,High,Yes,5.477348641320156,1204.46602978002
Butter,164,19.794205739950247,High,Yes,44.21138156688172,430.4101927739826
Yogurt,956,17.515047539921156,High,No,29.09047321580776,845.895646133171
Rice,938,13.299583576291923,Low,Yes,48.89219376883967,778.350314988832
Bread,620,27.38823920934951,Medium,No,37.16066253052668,399.41516677714003
Butter,443,17.417697267073443,High,Yes,8.618771457040037,865.9779405282258
Yogurt,228,37.89546571127674,High,Yes,31.46860338809641,523.3373484329835
Bananas,747,8.448008089649122,High,Yes,5.7706042920506375,1159.7325055140745
Potatoes,571,34.881486490009294,Medium,Yes,30.100183439581947,680.573728623741
Flour,162,15.690200655549644,Medium,Yes,20.759074839458634,403.5861758373692
Rice,238,27.017566747322142,Medium,No,33.948312562344455,172.99728721431646
Yogurt,598,17.874046491406727,High,Yes,29.370839281082183,842.3897658132636
Pasta,692,37.5245904204858,Medium,Yes,16.760764553651978,868.3002762383232
Butter,491,47.53881681132365,High,Yes,12.30577740976208,843.051645800433
Salt,774,46.2684550761416,Low,No,23.21201688537873,462.16763263673374
Salt,518,31.2541796814841,Medium,Yes,49.40763416823221,549.1076780095785
Sugar,388,25.81746364656403,Medium,Yes,24.606438824717223,541.7689609735318
Rice,478,41.823522924772185,High,No,38.69542120200312,462.28438198999834
Eggs,872,35.749686318247846,Medium,Yes,7.563808652241683,1052.0906649933459
Salt,589,13.26038513976198,Medium,No,22.04895939878316,435.06276847467035
Eggs,330,41.94136461258501,High,No,31.114536673955172,420.19586021005966
Milk,140,24.29979752276196,High,Yes,38.803843099781695,480.31022964354753
Butter,127,13.50435469870288,High,No,28.7772645792677,195.32418451731894
Rice,234,17.68088076784216,Low,Yes,28.18829956103516,227.10509294024374
Rice,300,17.038716361175403,High,No,39.37581106687261,359.8587852530851
Sugar,939,28.364313857155704,Medium,Yes,19.097947279350514,1064.4636739301513
Sugar,879,15.546654080504398,Low,No,9.077473439212664,668.7303483834263
Milk,132,10.560491933070928,High,No,20.621771195783257,254.40318394947874
Bananas,147,10.566088277619233,Low,No,12.15483059522456,106.40206959737208
Flour,602,31.24742887125935,Low,Yes,48.4674891860045,450.988813629882
Eggs,506,38.06416799822203,Medium,No,30.988019636451124,388.0121140491809
Bananas,673,19.468985397725334,Low,Yes,25.09701940974284,660.7337809075882
Milk,827,6.559281941630768,High,Yes,46.042334517045525,1025.8966210278777
Bread,904,10.725119912165482,Low,No,45.51626243151965,494.01114688463144
Tomatoes,198,46.16125521516757,Low,Yes,23.706377558339433,279.26272527095495
Butter,783,27.209464681525386,Medium,Yes,44.36273130124146,788.6678348294076
Pasta,971,25.410776432682866,Medium,No,7.8811669914355535,838.7907951651299
Yogurt,825,6.712213023954091,High,Yes,44.85736153996461,912.7972678950905
Potatoes,646,37.788666004260456,Medium,Yes,18.976258784994428,804.0017693167172
Bananas,838,28.76306364194355,High,No,30.430502795327957,761.4950614869452
Rice,712,14.093642123893435,High,No,17.135986247257595,787.3785641611814
Pasta,561,9.953319208147573,Medium,No,49.31598007262028,351.70594264834943
Bananas,742,22.252453863439932,Low,No,8.23009925013261,545.0562876990377
Butter,868,42.67228838877615,Medium,Yes,25.112987905129298,915.9111776960916
Salt,104,43.938255164046105,Low,Yes,32.94446696751026,177.60485987126668
Potatoes,317,32.12808711780364,Low,Yes,32.70255135517807,338.26633258209625
Cheese,602,37.73913922535642,High,No,38.244127539417974,536.0587991982945
Eggs,866,10.182010433129166,High,Yes,37.59868968449194,1111.7719738786438
Rice,497,31.465672946053466,Medium,No,40.69142173401366,322.08631532936073
Salt,970,35.01345665692318,Low,Yes,15.542933427036123,890.7500095165935
Bread,894,14.03207793112065,Medium,No,21.672792203085255,727.0694404911585
Potatoes,492,44.606962980961654,High,Yes,22.19149021911227,765.0723415669597
Eggs,306,13.774853188445888,Low,Yes,48.01278474095639,288.6314572316022
Rice,114,19.106481193090268,Medium,No,23.41903356883437,146.96504136415865
Eggs,957,32.92505811605564,Medium,Yes,14.984114481710462,1096.401285775511
Salt,653,33.725752930882884,High,Yes,33.45549918762878,904.7938846520001
Apples,991,36.47231334443153,High,Yes,24.227011167135274,1240.879052316599
Flour,560,10.040527088069256,High,Yes,16.25360284020867,904.4518958822639
Cheese,790,43.22589934678499,High,No,37.18109635061905,737.161432877884
Sugar,674,28.978120952746693,Medium,Yes,13.63663789914778,832.1710041163678
Flour,963,26.209480734728075,High,No,33.50093182967068,885.1871439110486
Bananas,842,49.14939310310793,High,No,24.37388193816847,840.6582089526254
Rice,340,38.317023362345886,Medium,No,19.362522394880248,213.59459163112817
Bread,663,10.31027119787187,Medium,Yes,47.56920203692855,668.8075309473799
Pasta,195,39.044262525180834,Low,No,19.598337851665093,43.4357936723096
Flour,999,9.286202028779126,Medium,No,20.63783183674857,839.0422578236264
Eggs,833,6.236175313084319,Low,No,44.1787263859927,428.8163906411286
Sugar,584,23.16316528714537,High,Yes,10.806951329397195,969.2582188736657
Sugar,506,49.71101777686484,Low,Yes,9.863093734072748,559.3976512449622
Sugar,330,12.869777128768819,Low,No,17.72185028380261,132.29863621700642
Sugar,848,35.26899545870555,High,No,31.62361654735069,838.1604027225806
Bread,754,12.802822979275371,High,Yes,22.29350720495621,1066.6105082636973
Milk,270,37.61541387312737,High,No,32.38495163760538,317.29306194733067
Apples,640,27.740915070702176,Low,Yes,12.18877839699956,685.1248133890502
Bread,135,35.598726954021934,Medium,No,16.765288194530616,181.75388617104733
Tomatoes,624,14.129292916140557,Medium,Yes,30.432305021561223,741.2948582360461
Eggs,259,38.55327496342259,Medium,Yes,14.771714101642957,529.9710202162144
Yogurt,938,49.8028576830218,High,Yes,24.026208372070023,1169.6345331099415
Rice,798,34.95427252816819,High,No,30.769154464626034,757.5019848981417
Milk,342,27.206599913279497,Medium,No,48.81429060264115,181.40296711059665
Apples,185,46.54282948786692,High,Yes,8.594899604491694,602.8057784528695
Flour,895,5.713332900434434,Low,Yes,25.71862903569072,846.3784179136859
Salt,677,37.84655836786195,Low,No,22.832193233395888,406.2928249567394
Salt,781,44.99359325662158,High,Yes,42.09085622530301,931.0273092877164
Yogurt,656,7.7753562629430855,Medium,No,45.51337035627954,405.94339400323054
Milk,673,25.252887668709118,Medium,Yes,45.815592583911425,700.645371074864
Butter,745,14.21237542774995,Low,Yes,21.88126908687172,730.6433751814598
Salt,895,30.493317451452352,High,No,18.70948161029669,882.0168393581174
Eggs,127,34.22943313716472,Medium,No,25.21117627047881,60.52324747245967
Bananas,719,18.618043231793976,Medium,Yes,20.479383768731136,814.1598065215036
Apples,655,25.699175135514537,High,No,37.34829412556871,616.7867521176124
Bananas,439,17.570276837445178,High,Yes,14.610697188331214,828.5563048222751
Bread,897,21.62260240048012,Medium,No,34.64078378332466,739.0839277121654
Salt,430,12.17929805097906,High,Yes,46.714438989702536,652.9835106744824
Pasta,739,44.85017496135342,High,No,17.596110636324944,732.0327777903447
Cheese,605,5.45046847516114,High,No,35.46007774649709,597.7668319825458
Yogurt,447,44.70841338997048,Medium,Yes,11.460250470082023,715.4854879101731
Eggs,572,30.725549525738234,Low,Yes,10.46227739437666,619.4419700102103
Rice,330,19.924602987965788,High,Yes,10.20400151291897,786.5757982634491
Sugar,289,37.53757064571484,Medium,Yes,11.2337676430407,561.534117852989
Sugar,324,27.848846833819895,Low,Yes,14.727419163924889,441.04492739909125
Apples,484,27.459889614842293,Medium,Yes,30.327372302080743,677.5988736282965
Salt,476,9.956402731353489,Medium,No,39.51435418769918,273.13211047477915
Potatoes,382,22.52822116754339,Medium,Yes,10.70856606699121,667.6881845715195
Tomatoes,732,15.847895563553148,Low,Yes,44.15067232658261,604.081657048871
Bread,727,5.706315751832584,Medium,Yes,42.92223279936017,735.6602621266741
Cheese,844,21.204483385195097,Low,Yes,37.73246119263012,722.9164132365587
Yogurt,358,9.041995824152213,High,No,24.168460975766287,511.7658255036388
Rice,458,16.557351697633337,Low,Yes,5.070075567148662,622.8193257081098
Potatoes,809,9.16324795323925,Medium,Yes,38.064422358513355,792.2748303950743
Apples,555,9.542373150037948,Low,No,44.55437651043977,193.36173969230717
Bananas,510,13.955508248683472,Medium,No,20.087886927733788,478.8696383040703
Yogurt,748,49.99321600188801,High,Yes,37.309440254950346,936.2038683908135
Bread,417,5.098286428576195,Low,No,7.792142646257677,291.5497433581066
Tomatoes,776,33.74026862541824,High,Yes,36.92726921622392,922.243725932392
Yogurt,324,11.35596641119508,Low,No,8.073883438200188,190.78829433443067
Eggs,918,46.428266151984914,Medium,No,31.423385114990694,663.3227689380368
Apples,333,9.213480200013315,Low,No,31.889897865288216,52.74424623110743
Sugar,783,47.97784342068064,High,No,18.59704494907188,771.6937140423747
Eggs,763,32.49168743675651,Low,No,8.56052271845292,523.5086099659669
Butter,926,5.057063461197061,High,Yes,47.72006486205967,1026.8377398918606
Bread,473,45.230323906256274,High,Yes,29.10098318074759,735.0160304813212
Sugar,771,28.477031061511322,Medium,No,31.08911563057382,627.7295885189034
Flour,707,16.820138089871804,Low,No,32.67594000637132,366.5959047725968
Salt,571,39.52756298820336,High,No,45.09715671167698,554.3359757130823
Apples,332,46.69994992490915,Medium,Yes,7.711504004604091,589.1732286868563
Milk,791,26.766087041605726,Medium,Yes,45.197949553363976,806.6031685049049
Rice,212,19.19990634993999,Medium,Yes,15.785442887507335,495.20712482945936
Bread,929,40.5025305770717,High,No,8.507761231835635,953.4746259285021
Bread,596,35.68034740048046,Low,Yes,34.57696334590992,526.2322926199793
Apples,541,44.99386176876226,High,No,48.963903991550765,450.39523404965445
Bananas,663,36.163130574253685,Medium,No,7.575892983796815,635.6121911782138
Tomatoes,367,15.958775250479134,High,No,24.17548181168147,460.87786863381774
Flour,609,46.924666239155854,High,No,28.840303640470356,597.0842004596609
Butter,906,9.717608624269609,Medium,Yes,16.345353384657052,1041.7861774243595
Potatoes,485,17.057423754808156,Low,Yes,49.22924671188356,393.513537057077
Bread,486,28.408757347574852,Medium,No,33.84334465717224,410.88023839662907
Milk,212,30.458391173190563,Medium,No,42.99578027810201,91.43569670577173
Eggs,712,5.688976398210745,High,No,23.709995688727112,748.5057837615153
Bread,724,40.1257726619423,Medium,No,20.928014921516798,617.348997375245
Tomatoes,180,21.27232932914253,High,No,29.89210526964915,255.42123810729723
Yogurt,798,23.288834345096202,Medium,No,24.587529918198786,602.0526452053933
Apples,212,41.42162949966256,Medium,Yes,37.172662481155754,353.66281009276537
Potatoes,101,22.067752627739505,Low,Yes,16.96181405953076,267.12002632780866
Rice,741,7.125119442263967,Medium,Yes,25.231596399157983,900.0860096781389
Yogurt,319,12.939789671165764,Low,No,45.28097362823269,10
Salt,665,48.01564275746821,Medium,Yes,39.02485551544982,732.8502854588207
Sugar,954,8.168241308113137,Medium,Yes,12.563157425805247,1030.7561521620876
Sugar,835,20.97190404356073,Medium,Yes,44.90891732262189,846.7448780100877
Tomatoes,324,27.643062517310504,Low,Yes,31.505746570033462,349.83051527807703
Butter,484,27.197637230235202,High,Yes,35.567923247261746,694.0421642631075
Eggs,502,5.178197435546424,Low,No,18.241545463216973,337.80455826009256
Bread,737,27.552322915587066,Medium,No,24.869491863604587,653.7914562629112
Cheese,229,22.269760608983415,High,No,41.306561550781296,263.65790201152754
Cheese,152,48.74357009635507,Medium,Yes,19.880429844343194,402.0560619794154
Bread,783,12.162158779722343,Low,No,12.427772697958698,602.5535432099525
Bananas,829,20.936938854177274,Low,Yes,22.023721084256625,758.8229641289889
Salt,771,23.876666829041888,High,No,8.114840033422464,831.25514268968
Flour,809,22.581209169542696,Low,Yes,37.30354063182195,674.2101871385428
Yogurt,515,34.96238724433381,Medium,Yes,11.648565894838901,737.3884400329682
Cheese,346,14.698078589649597,High,No,17.830665817738012,481.3301069443596
Bananas,935,14.948219876629633,Medium,No,44.648645249925146,650.6839555536519
Rice,538,37.814492682538386,High,Yes,29.322394608054697,805.8663682747313
Yogurt,302,27.513073340518083,High,Yes,19.460229826841406,664.3552671470113
Butter,283,23.682005422578968,Medium,No,29.64501005066986,201.57994669394287
Butter,222,12.614137325476332,Low,No,14.822494683435023,74.12481411172914
Apples,500,13.438725031047497,Medium,Yes,6.132790836752457,739.8034911464885
Butter,866,5.474823656715524,Low,No,32.167961553371136,469.1944653569587
Flour,393,9.114182098776915,Low,No,37.135666975312816,117.45432124270798
Potatoes,379,30.057741261060848,Medium,No,44.590179445069076,156.5528524776061
Tomatoes,936,45.13429085037844,High,No,39.73475124791256,850.0758718964707
Milk,983,17.922414430875087,Medium,Yes,46.700496522298174,927.1387748487168
Milk,709,19.748625165325766,High,Yes,49.36790639942916,856.9038680587015
Yogurt,297,10.202252477518048,Low,Yes,38.52209514856092,278.69210903587765
Sugar,610,22.488392552319624,High,No,44.05654853736503,549.1496477765683
Salt,851,6.674976705619812,Medium,Yes,35.31791764526831,938.7741678887502
Sugar,243,46.29203133178551,High,Yes,12.692200604372111,617.2480889544283
Eggs,708,35.29001066560379,Low,No,13.176609184502823,434.17244107440945
Flour,300,49.58369642269485,Low,No,9.961675534186842,168.9809439176373
Rice,223,44.72704232053221,High,Yes,47.43386239970856,453.9907751290116
Butter,286,26.28457671641687,Low,Yes,35.27382640277211,300.0772972682495
Sugar,425,28.38582640176696,Low,No,40.54593877094861,144.5747101366129
Milk,563,13.575922093273723,High,No,19.90208015709639,610.9113404709258
Eggs,448,25.79177043,Low,No,25.718976953454103,235.01089531678394
Rice,870,45.63625430717652,High,No,6.790078932651176,908.5731735755706
Apples,759,7.288404063611951,High,No,45.00533301957938,680.7663885984409
Pasta,863,43.86005613492394,Low,Yes,43.385154323522364,664.436788607112
Apples,502,20.342651073917438,High,Yes,40.31651006889324,743.8104368343149
Flour,445,45.478074429333944,Low,Yes,7.623593045653617,544.516679129408
Sugar,610,47.33959578536681,Low,Yes,12.841238100984517,617.0361269442096
Cheese,246,35.18891991508576,Low,No,20.037679598950763,38.26480180727098
Milk,247,34.8990703966705,Medium,No,16.837820390375228,268.4805203726983
Cheese,963,25.373945196893303,Low,Yes,42.73069273389809,780.4695501517116
Apples,810,42.59931010446684,High,No,13.767609119027897,888.2232282195974
Bananas,919,48.27257412949774,High,Yes,28.945600940253854,1100.0338963392417
Potatoes,588,39.87868101526036,High,Yes,30.712149401869052,885.9653045516009
Yogurt,739,32.98715301905192,Medium,Yes,24.125533122314177,825.6270712292683
Butter,650,32.30568031196016,Medium,Yes,15.830956927870664,868.8747719300028
Sugar,437,43.2261455712648,High,Yes,48.213243089650916,642.151867657855
Milk,971,29.354169459708427,High,Yes,23.60296590210601,1206.101987982677
Salt,740,41.17369488119702,Medium,No,37.728949799149916,502.64766516031904
Flour,878,27.89983648284106,High,No,13.2820919445303,943.9160775238518
Bread,572,7.809992373826586,Low,Yes,42.02650258413027,516.4803348647705
Bread,250,22.277615400686987,Low,Yes,14.715132045515004,355.5524863463251
Apples,514,24.999843095217443,High,Yes,35.38879806078618,707.736226388439
Salt,397,11.372776024397774,Low,No,27.792320066263482,139.5521546790827
Flour,710,9.612334813514575,High,No,11.595071344164191,771.814056030663
Flour,362,29.095922734562937,Medium,No,6.122713827023477,407.9190540238416
Bananas,863,8.831463645023696,High,Yes,46.88367194218126,987.6149382809776
Flour,243,18.63253255505378,Medium,No,10.656073110404293,268.4350766822841
Flour,445,38.50686391833842,Low,Yes,36.72281429091117,386.1431284904324
Milk,723,48.39944808055913,Low,No,34.370823152614285,426.42486853130777
Tomatoes,671,37.304176124836786,Low,Yes,20.377401910183693,667.6214612115585
Apples,980,49.66814968037916,High,Yes,13.342230479962783,1248.3869828274953
Tomatoes,101,36.42520870757312,Medium,Yes,13.024771225493666,378.88185417560544
Potatoes,996,18.22075117944474,Medium,No,31.339753387260757,780.101697763758
Butter,403,35.24236432274128,Low,No,29.611458258082045,127.45084626706272
Potatoes,353,36.59705443386068,Low,No,44.41707591576044,52.32783353100538
Salt,751,21.727714307740726,Medium,Yes,33.80013852853713,786.5388428642531
Potatoes,552,5.797123277422505,High,Yes,41.86737392362361,801.6911641111454
Apples,136,36.64399031489691,Low,No,6.458587810367395,36.136497607561765
Bananas,259,5.976504287399373,High,No,35.19469161628678,356.6900741645125
Potatoes,108,33.4034635127032,Low,Yes,15.516888729332944,299.33265232744293
Potatoes,332,12.362741993414978,Low,Yes,16.377753198456958,427.5628963567625
Eggs,198,30.45215874866195,High,No,37.425943809020346,295.39265524485404
Sugar,758,27.676086142127,High,Yes,40.70448314712234,961.5830096628873
Butter,915,5.608113903778216,High,No,21.72809638123487,877.5719999708626
Bananas,307,21.328961764779656,High,No,40.55345675907378,335.49606864779645
Yogurt,230,32.04910253283362,Medium,Yes,24.968510390856004,458.1688579499799
Milk,503,43.18729483544509,Medium,No,43.594040676667134,330.76760866173066
Rice,251,44.98889512264328,Low,No,6.1206697480366685,153.04840784774478
Flour,153,26.77324865149505,Low,Yes,8.757278186668279,320.1863266307277
Cheese,219,37.779011928474716,Low,No,39.93583132704567,10
Milk,772,19.240455944005596,Medium,No,33.084033252364954,596.554888345983
Sugar,727,20.398388259139587,High,Yes,30.155911413598325,933.9108796934673
Yogurt,686,13.750858363204118,Low,Yes,32.6290463302358,621.6930157378586
Rice,724,30.287664949695767,Medium,No,46.85857823399678,436.1738357108224
Bananas,519,19.155386791731438,Low,No,34.499166414712974,218.19764404795018
Bread,521,8.796690339732727,Medium,Yes,34.13642524969262,623.9953620486439
Bread,203,35.82527389984304,High,Yes,39.17618958678025,478.9665259060611
Butter,951,36.848894342242914,Medium,No,43.9979317537922,640.8256493262462
Flour,353,21.199658845057602,High,No,16.786061520725973,495.948181187748
Eggs,326,8.452552975521026,Low,No,32.75369866549868,83.26312101339025
Rice,211,24.183397283154168,High,No,31.278873359861386,287.701146886526
Yogurt,609,24.905095612259696,Medium,Yes,11.068226667425414,777.1790990218549
Eggs,572,35.090189820405186,Low,Yes,28.41426382598204,539.0477501939775
Bananas,198,19.193737606640756,Low,Yes,8.129773163320941,392.5202493775538
Yogurt,252,35.716967590158745,Medium,Yes,13.323181433105283,551.9497983352045
Milk,960,44.216984379082476,High,No,46.08333868631812,826.6801917704215
Flour,995,15.686871906298993,Medium,Yes,10.365943169405456,1127.472228946228
Bananas,977,49.05138002539549,High,No,31.05123349310575,918.5876274285093
Yogurt,437,22.386566171156314,High,No,19.556631319688314,520.6029526706795
Apples,805,17.02664083161778,Low,Yes,29.989098082697563,726.5636214942019
Salt,921,23.968003212963072,High,Yes,15.57380941035814,1174.6712780638152
Bananas,262,9.247886415673662,Low,No,24.997075460494706,107.24167230461238
Salt,819,10.656765793045205,Medium,Yes,44.030004491671725,853.121773474868
Yogurt,780,23.649532113574914,Medium,No,21.929764001871035,651.4859461624776
Sugar,260,39.3100034872595,Low,No,20.886392210042104,135.85060648487666
Bananas,679,45.51405078085209,Low,Yes,25.075313567134938,657.4418441970276
